Sentiment,News Headline
positive,the chain post sale of 298 million euro for full 2005   a rise of 195 percent   yearonyear
positive,the company expect its net sale in 2008 to increase 510   from 2007
positive,the company expect its net sale in the first half of 2008 to reach the previous year s level
positive,the company be in the process of build a new fleet and have place order for 10 pmax tanker of 65200 dwt
positive,the company s operating income   ebit   total eur 00 mn   up from eur 03 mn yearonyear
positive,the eps outlook be increase by 56 pct for 2007 and 70 pct for 2008
positive,the fair value of the investment property total eur 25349 mn   up from eur 24551 mn in 2006
positive,the finnish government announce wednesday that it sell a 32 percent stake in chemical and fertilizer group kemira oyj for    x20ac   6556 million    890us million    send the company s share price up 6 percent
neutral,the firm generate sale of 187 mln eur in 2005
positive,the german company have also sign a code share agreement with another oneworld member   american airlines inc   part of usbased amr corp   nyse   amr  
positive,the helsinkibased company   which also own the salomon   atomic and suunto brand   say net profit rise 15 percent in the three month through dec 31 to    x20ac   47 million    61us million    from    x20ac   408 million a year early
positive,the increase in capital stock have be register in the finnish trade register on 20 november 2006
positive,the operating profit for grain trading increase to eur 20 mn from eur 14 mn in 2005
positive,the stock rise for a second day on wednesday bring its twoday rise to gbx12 0 or 20  
positive,the stock rise for a third day on tuesday bring its threeday rise to gbx10 50 or 18  
positive,the transaction be in line with aspo s strategy to expand in the baltic sea region and in the eastern market
positive,the transaction would increase earning per share in the first quarter by some eur0 28
positive,there have be some recovery of the base metal price and increase demand for metal in china   however
positive,this new representation extend comptel s global presence to a total of 18 country   serve over 250 customer in over 80 country worldwide
positive,tietoenator itself use nokia s intellisync mobile suite s wireless email   calendar   and device management capability   and the company will now extend these service to its customer
positive,total operate revenue grow by 276   yearonyear to eur61 m
positive,vacon s cash flow from operation grow to eur 371 mn from eur 219 mn a year ago
neutral,vacon will supply drive to ruselprom in the power range from 200 kw up to 2 mw
positive,we also strengthen our exist partnership with cybercom    say teleste cto esko myllyla
positive,via the satlan acquisition   teleste plan to far expand its market presence as a video service partner for cable operator   broadcaster and iptv service provider
positive,with the acquisition   the company will expand its offering to north   central and south america   it say
positive,with the extension of the new contract for a further eight engine   the plant will now produce over 100 mw   it say
positive,yit say the acquisition be a part of its strategy for expansion in central and eastern european market
positive,  basware s product sale grow strongly in the financial period   by 24 percent
positive,  the second quarter of 2010 be the firstquarter with growth in net sale since the third quarter of2008    say magnus rosen   ramirent ceo
positive,  the transaction strengthen our position   in design and brand good    say fiskar president and ceo heikki allonen   point out that the two group have relatively few overlap operation
positive,1 february 2011   finnish textile and clothing company marimekko oyj hel   mmo1v say today its preliminary operating profit grow to eur8 2 m in 2010 from eur6 3 m in 2009
neutral,finnish componenta have publish its new longterm strategy for the period 20112015 with the aim of grow together with its customer
positive,finnish larox have sign a contract with the talvivaara project for the delivery of filter to the talvivaara nickel mine in sotkamo   in finland
positive,affecto expect its net sale for the whole 2010 to increase from the 2009 level when they reach eur 103 million
positive,cash flow from operation rise to eur 527 mn from eur 156 mn in 2007
positive,commission income rise by 257   to eur 161 mn from eur 128 mn in 2004
positive,componenta s objective with this agreement be to increase business on its exist production line
positive,earning per share for januaryjune 2010 be eur0 30   an increase of 20   yearonyear eur0 25
positive,earning per share eps rise to eur 011 from eur 003
positive,elisa say mobile subscription grow 7 percent during 2007   mainly because of customer adopt socalle third generation mobile technology
positive,eps for the quarter come in at 036 eur   up from 033 eur a year ago and ahead of forecast of 033 eur
positive,eps grow to 004 eur from 002 eur
